Gender,Income,DaysWithoutFrequency,LifetimeValue,UseByTime,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,NumberOfFrequencies,AttendedClasses,NumberOfReferences,Dropout,EnrolledTime,DaysSinceLastVisit,LazinessIndex
1,2010.0,21,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,30,1078,0.9000999000999002
0,4150.0,73,336.45,0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,19,0,1,384,1329,1.0
0,1270.0,9,281.2,0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0,0,1,650,1063,0.8334998334998335
0,2090.0,38,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,167,241,0.9512432959531936
0,5420.0,12,579.2,0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,0,0,793,12,0.9671969821223553
0,0.0,123,79.6,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,137,1629,1.0
1,1460.0,73,188.5,0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0,0,1,306,1100,1.0
0,0.0,55,669.5,0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,32,0,1,538,1020,0.9406880189798339
1,1300.0,286,131.2,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,1,369,1794,1.0
0,1740.0,25,112.3,0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,0,1,127,167,0.7703788748564868
0,3410.0,149,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,168,1655,0.7584541062801933
1,1800.0,50,38.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,52,742,0.9423187848490675
0,7570.0,3,463.25,0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,59,0,0,1368,3,0.6842709529276694
1,2400.0,23,210.25,0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,0,0,1,224,226,0.7627520759193357
1,2000.0,65,101.6,0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0,0,1,174,1571,0.9343939642447106
1,1230.0,40,199.5,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0,0,1,246,885,0.9507954731835329
0,0.0,17,60.4,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0,1,40,371,0.7373029772329247
1,1760.0,26,424.7,0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,0,0,1,397,749,0.9148392591015542
0,1980.0,46,50.0,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,90,503,0.985287626894218
0,5470.0,329,180.4,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,0,399,329,0.9015909463670657
0,2660.0,8,430.8,0,0.0,1.0,0.0,0.0,0.0,0.0,166.0,0,0,1,655,1195,0.5735607675906182
0,0.0,5,147.2,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5,0,0,108,5,0.5915985997666278
0,2120.0,12,199.9,0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0,0,1,826,154,0.8031818927341315
1,6860.0,266,203.0,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,0,423,266,1.0
1,3740.0,38,125.0,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0,0,1,136,1372,0.8499749958326388
0,4530.0,2,1663.45,0,0.0,0.0,0.0,0.0,0.0,1.0,175.0,182,0,0,1116,2,0.04610492845786962
0,1300.0,8,127.2,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,638,1066,0.8334998334998335
0,1150.0,11,71.7,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1,0,1,67,125,0.7867803837953091
0,2280.0,321,235.3,0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0,0,0,609,321,0.7539773659176644
0,5880.0,35,882.35,0,0.0,1.0,0.0,0.0,0.0,0.0,198.0,0,0,0,1116,35,0.9343939642447106
0,0.0,14,454.0,0,1.0,0.0,1.0,0.0,0.0,0.0,24.0,16,0,1,1694,275,0.49209932279909707
0,1720.0,31,45.1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,40,204,0.7998498874155617
0,4370.0,35,270.4,0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0,0,1,253,149,0.9507954731835329
0,2500.0,64,33.4,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,1,69,521,0.9512432959531936
0,1780.0,124,71.6,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,215,1630,0.9309868875086267
1,4100.0,39,336.1,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,1,232,1283,0.9343939642447106
1,0.0,65,60.4,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,73,355,1.0
0,2040.0,244,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,244,1750,0.9654934437543133
0,0.0,125,238.6,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4,0,1,301,947,1.0
0,1480.0,59,76.1,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,88,751,0.9671969821223553
0,1680.0,303,47.2,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,324,1809,0.8619737750172533
1,2090.0,40,78.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,66,1466,0.9015909463670657
1,3050.0,287,189.2,0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0,0,1,324,1793,1.0
0,1590.0,149,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,160,1655,0.9654934437543133
0,4710.0,42,102.6,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,93,1316,0.9671969821223553
0,3530.0,287,158.2,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,364,1794,0.8964803312629399
0,3000.0,105,170.4,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,125,338,1.0
0,3370.0,32,50.9,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,66,409,0.9148392591015542
0,4920.0,23,707.6,0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,0,0,1,674,1210,0.9671969821223553
0,2930.0,12,291.75,0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0,0,1,512,245,0.7627520759193357
0,2160.0,41,103.4,0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,0,1,139,521,0.7867803837953091
1,1700.0,0,88.5,0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,1,0,0,52,0,0.4840374072879716
0,2000.0,54,88.6,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,109,1241,0.9705752537884361
0,3680.0,86,141.1,1,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,316,1273,1.0
0,3510.0,152,785.8,0,1.0,1.0,0.0,0.0,0.0,0.0,90.0,91,0,1,690,1339,1.0
0,1710.0,156,63.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,226,1662,0.8964803312629399
1,2160.0,36,622.8,0,0.0,1.0,0.0,0.0,0.0,0.0,299.0,0,0,0,703,36,0.7805948317893711
0,2440.0,158,215.2,0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0,0,1,344,1664,0.7929606625258799
0,2010.0,70,103.35,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,1,139,1576,0.9015909463670657
0,4050.0,132,178.3,1,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0,0,1,1095,954,0.8001998001998002
1,1850.0,50,70.1,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,1,85,1077,0.9671969821223553
0,2550.0,40,577.8,0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,92,0,1,886,640,0.7627520759193357
1,4930.0,5,194.2,1,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1,0,1,1370,5,0.9000999000999002
1,1620.0,119,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,133,1625,0.8964803312629399
1,0.0,49,86.6,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,64,1475,0.8851894374282434
0,2580.0,49,39.4,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,50,506,0.9824499824499825
0,1530.0,210,237.6,0,0.0,1.0,0.0,0.0,0.0,0.0,43.0,0,0,1,349,1003,1.0
0,2890.0,59,83.4,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,92,570,0.9671969821223553
1,1160.0,126,385.7,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,1,1,342,1632,1.0
0,4640.0,271,283.2,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,1,358,1777,1.0
1,4020.0,60,68.6,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,100,1107,0.9835984910611776
0,0.0,159,663.7,0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8,0,1,1468,281,1.0
1,0.0,5,503.6,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,30,0,0,404,5,0.6555683122847302
0,0.0,6,1461.2,0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,84,2,0,1762,6,0.6555683122847302
0,2250.0,7,80.1,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,239,882,0.8667998667998669
0,2540.0,25,675.0,0,1.0,0.0,0.0,0.0,0.0,0.0,118.0,0,0,1,626,315,0.6227652944070854
0,2240.0,43,155.0,1,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,1028,135,0.9444135630906059
0,1840.0,18,306.6,0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0,0,1,1057,475,0.8519615099925981
0,6030.0,12,56.4,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,38,366,0.8158379373848987
0,1950.0,113,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,0,0,212,113,0.9838761689777491
0,5170.0,76,678.5,0,0.0,1.0,0.0,0.0,0.0,0.0,109.0,103,0,1,970,94,1.0
0,1970.0,0,198.5,0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,1,0,0,755,0,0.7929606625258799
1,2160.0,49,134.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,166,990,0.9661074394170479
0,2790.0,47,409.2,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,0,1,847,840,0.7779422649888971
0,1790.0,202,39.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,208,1708,0.8964803312629399
0,4960.0,88,103.4,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,117,568,1.0
1,1680.0,33,643.1,0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,0,0,1,690,605,0.9152685985426199
0,1590.0,170,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,198,1676,0.5514147688060731
0,2390.0,11,194.4,0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0,0,1,252,153,0.6391668033459078
0,2800.0,148,264.1,0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,11,0,1,676,941,1.0
0,1830.0,0,391.6,0,0.0,1.0,0.0,0.0,0.0,0.0,116.0,0,0,0,665,0,0.7211743480400197
0,0.0,0,120.2,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9,0,0,49,0,0.2142857142857143
1,1860.0,57,50.0,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,94,568,0.9671969821223553
1,2500.0,48,65.0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,76,1444,0.9835984910611776
0,2880.0,42,341.6,1,1.0,1.0,0.0,0.0,0.0,0.0,35.0,24,0,1,305,1595,0.9343939642447106
0,2200.0,112,184.0,0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,1,358,1618,0.7584541062801933
0,1720.0,45,58.6,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,420,1319,0.9343939642447106
0,0.0,0,60.2,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3,0,0,28,0,0.625
1,2000.0,41,120.2,0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,0,0,1,122,92,0.8065140277329894
1,1840.0,49,205.5,0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0,0,1,684,339,0.9835984910611776
0,2370.0,56,250.6,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,0,1,290,1274,0.9507954731835329
0,4260.0,46,78.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,64,769,0.8851894374282434
0,630.0,29,65.4,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,36,638,0.9166203446359088
0,4610.0,29,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,30,1128,0.9666999666999667
0,2830.0,6,275.6,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,1,333,1193,0.9015909463670657
1,0.0,0,335.6,0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,28,0,0,394,0,0.6503496503496504
1,3760.0,8,1241.62,0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0,0,0,1149,8,0.9179924553058881
1,6950.0,40,101.6,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,114,1227,0.8823010151537443
1,1750.0,13,223.6,0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0,0,1,306,1200,0.7703788748564868
1,5640.0,82,178.6,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,130,1478,1.0
0,3800.0,177,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,198,1683,0.8274672187715666
1,0.0,3,420.6,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,25,0,0,408,3,0.5289367429340511
1,0.0,34,251.8,0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,12,0,0,383,34,0.8277841561423651
0,4070.0,93,354.7,0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,15,0,1,545,688,1.0
1,0.0,1,2081.94,0,1.0,0.0,0.0,0.0,0.0,0.0,266.0,156,0,0,1700,1,0.225028702640643
1,2150.0,25,39.8,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,49,198,0.9614940315748941
0,1670.0,48,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,65,1322,0.9507954731835329
0,3085.0,146,634.7,0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,52,0,1,613,1052,1.0
1,1520.0,18,99.4,0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,1,106,475,0.9015909463670657
1,0.0,6,926.55,0,1.0,0.0,0.0,0.0,0.0,0.0,114.0,111,0,1,1067,250,0.5848161328588375
0,2710.0,51,658.2,0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,16,0,1,364,1557,-0.03329506314580932
0,1620.0,92,679.3,0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,14,0,1,685,1279,1.0
0,3940.0,4,776.8,0,1.0,0.0,0.0,0.0,0.0,0.0,124.0,56,0,1,671,1191,0.7867803837953091
1,1700.0,118,103.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,197,1624,0.8619737750172533
1,1430.0,54,263.2,0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,19,0,1,344,1560,0.8277841561423651
1,5780.0,135,208.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,142,735,1.0
0,1430.0,43,134.6,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,290,1469,0.9507954731835329
0,5700.0,3,933.4,0,0.0,1.0,0.0,0.0,0.0,0.0,119.0,0,0,0,1508,3,0.8519615099925981
0,1890.0,74,167.6,0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0,1,210,867,0.9671969821223553
1,1690.0,51,113.6,0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,7,0,1,86,1416,0.8871331828442438
0,1800.0,21,275.4,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0,0,1,284,135,0.9507954731835329
0,0.0,109,401.2,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17,1,1,347,1615,1.0
0,3080.0,69,102.6,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,1,80,1065,1.0
0,5630.0,105,318.2,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2,0,1,301,1611,0.8851894374282434
1,2590.0,15,65.2,0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0,0,0,55,15,0.8077292828302249
1,2130.0,68,251.6,0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,1,266,944,1.0
1,4510.0,145,839.49,1,1.0,0.0,0.0,0.0,0.0,0.0,116.0,0,0,1,913,967,1.0
0,2650.0,109,674.0,0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0,0,1,661,323,1.0
0,3190.0,0,1001.52,0,1.0,1.0,0.0,0.0,0.0,0.0,201.0,0,1,0,1484,0,0.46719946719946726
1,1550.0,39,208.3,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,0,1,616,496,0.9062206939668647
0,1900.0,20,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,63,931,0.9000999000999002
1,1590.0,47,39.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,64,1473,0.9835984910611776
0,1310.0,271,162.3,1,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12,0,1,987,728,0.9507954731835329
1,0.0,15,1660.4,0,0.0,0.0,1.0,1.0,0.0,0.0,158.0,141,1,0,1484,15,0.9811888638073739
1,1950.0,303,63.2,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,337,1809,0.9654934437543133
1,1330.0,30,445.7,0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,0,0,1,949,203,0.737575856978842
0,3880.0,40,50.4,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,79,551,0.9343939642447106
0,1660.0,337,47.2,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,359,1843,0.7239475500345065
1,0.0,52,680.2,0,1.0,0.0,0.0,0.0,0.0,0.0,48.0,47,0,1,675,845,0.8851894374282434
0,2850.0,23,47.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,30,1060,0.8334998334998335
1,0.0,39,484.0,0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,34,0,1,561,496,0.8277841561423651
1,1930.0,10,57.9,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,39,365,0.7691715824570403
0,1670.0,51,33.6,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,52,743,0.9807729282830225
0,2120.0,12,206.5,0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,0,0,1,300,126,0.7867803837953091
0,1940.0,58,47.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,72,750,0.9343939642447106
0,1560.0,92,110.6,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,1,104,754,1.0
1,0.0,155,650.5,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,16,0,1,590,173,1.0
0,5830.0,0,152.8,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,4,0,0,842,0,1.0
1,2670.0,36,467.8,0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,0,0,1,1067,728,0.7539773659176644
0,0.0,1,684.6,0,1.0,0.0,1.0,0.0,0.0,0.0,194.0,16,0,0,906,1,0.9540757749712974
1,1860.0,41,76.1,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,78,680,0.7867803837953091
0,2140.0,310,171.2,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,1,356,1816,1.0
0,2460.0,258,304.35,1,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0,0,1,941,715,1.0
0,0.0,59,1067.4,0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,39,1,1,917,782,0.9425947187141217
1,1520.0,27,236.5,0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0,0,1,447,288,0.9642857142857143
1,2280.0,38,95.6,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,1,130,1003,0.7966446365022877
0,1290.0,26,537.2,0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,37,0,1,519,1213,0.6555683122847302
0,1710.0,39,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,58,731,0.9122499122499123
0,4720.0,17,68.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,48,740,0.791753436068305
0,1900.0,69,75.4,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,102,610,1.0
1,3420.0,8,1093.6,1,0.0,1.0,0.0,0.0,0.0,1.0,153.0,0,0,1,1076,8,1.0
1,4070.0,60,195.6,0,0.0,1.0,0.0,0.0,0.0,0.0,41.0,0,0,1,355,783,0.9671969821223553
1,0.0,2,1948.77,0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,142,0,0,1517,2,0.5407577497129736
1,1330.0,63,167.2,0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0,0,1,485,1337,1.0
0,1400.0,2,38.5,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,30,2,0.8635122838944496
0,2520.0,31,120.9,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,157,234,0.949161159125572
0,2120.0,174,83.2,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,352,1680,0.8619737750172533
0,0.0,61,315.0,0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,33,0,1,302,1248,0.9712973593570609
0,0.0,2,1058.55,0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,72,1,0,1231,2,1.0
0,1000.0,216,262.25,0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0,0,1,326,1009,1.0
1,3910.0,9,80.1,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,1,221,1134,0.6880848409232689
0,0.0,5,564.6,0,1.0,0.0,1.0,0.0,0.0,0.0,54.0,51,0,0,1606,5,0.8541423570595099
0,1990.0,23,101.5,0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,1,0,0,392,23,0.8654104979811574
1,1520.0,12,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,88,245,0.8135909167937638
0,2840.0,6,110.8,0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0,0,0,594,6,0.9322148788340959
0,0.0,80,207.76,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3,0,1,216,1076,1.0
1,1860.0,30,271.7,1,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0,0,1,684,852,0.6336996336996337
0,2150.0,149,236.1,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0,0,0,610,149,0.9343939642447106
0,7420.0,58,97.1,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5,0,1,111,1564,0.7082847141190198
0,2130.0,1,98.6,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8,0,1,112,1003,0.5485327313769751
0,0.0,18,362.6,0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0,0,1,468,36,0.9507954731835329
0,3810.0,50,233.6,0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,21,0,1,362,843,0.8851894374282434
0,2840.0,41,116.8,0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0,0,1,151,498,0.9671969821223553
0,0.0,324,168.2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,405,1832,1.0
1,3320.0,36,182.2,0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0,0,1,247,1401,0.7903901967107385
0,5970.0,98,182.9,0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,6,0,1,1069,891,1.0
0,1890.0,38,172.6,0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0,0,1,257,1282,0.9015909463670657
1,1260.0,115,285.1,0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2,0,1,244,1389,1.0
1,3330.0,75,53.1,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,90,1581,0.6204278812974465
0,0.0,291,284.2,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8,0,1,359,1797,1.0
1,1260.0,42,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,53,734,0.9622570296282318
0,0.0,103,642.7,0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,38,1,0,600,103,0.8851894374282434
1,0.0,40,468.5,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0,425,40,0.9617298124760811
0,0.0,1,413.65,0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,15,0,0,506,1,0.5040840140023337
0,1930.0,39,127.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,248,1249,0.9015909463670657
1,1210.0,1,149.2,0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,0,0,0,239,1,0.6719698212235525
1,1630.0,25,287.9,0,0.0,1.0,0.0,0.0,0.0,0.0,153.0,0,0,1,489,315,0.6227652944070854
0,3650.0,62,1050.8,0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,37,0,1,719,1249,1.0
1,1770.0,53,106.9,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,91,343,0.9671969821223553
1,1640.0,34,294.2,1,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0,0,1,1393,126,0.9210734017363852
1,2740.0,1,483.83,0,0.0,0.0,0.0,0.0,0.0,1.0,192.0,0,0,0,626,1,0.5932892730045755
1,1600.0,41,314.8,0,0.0,1.0,0.0,0.0,0.0,0.0,61.0,0,0,1,419,1437,0.9179924553058881
1,2780.0,21,400.4,0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,0,0,1,300,135,0.879951980792317
1,2770.0,1,817.3,1,0.0,1.0,0.0,0.0,1.0,0.0,62.0,0,0,1,1137,1,0.7198879551820728
1,2110.0,44,90.4,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,125,524,0.9507954731835329
0,0.0,39,1328.7,0,1.0,0.0,0.0,0.0,0.0,0.0,116.0,158,2,1,1507,110,0.8277841561423651
1,2280.0,16,291.5,0,0.0,1.0,0.0,0.0,1.0,0.0,25.0,0,0,1,282,34,0.8031818927341315
1,5670.0,74,254.6,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,181,1013,1.0
0,2000.0,279,113.2,0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0,0,1,337,1785,1.0
0,0.0,36,420.4,0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,23,0,1,390,54,0.8851894374282434
0,0.0,1,2049.55,0,1.0,0.0,0.0,0.0,0.0,0.0,183.0,105,0,0,1571,1,0.25373134328358216
0,2050.0,12,198.3,0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,0,1,589,185,0.737575856978842
1,1590.0,324,58.2,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,343,1830,0.8274672187715666
0,2580.0,1,71.7,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0,27,1,0.8635122838944496
1,3160.0,35,722.32,0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,1,726,492,0.9835984910611776
1,2400.0,281,53.2,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,309,1787,0.4824016563146998
